CRATER_ID,LAT_CIRC_IMG,LON_CIRC_IMG,LAT_ELLI_IMG,LON_ELLI_IMG,DIAM_CIRC_IMG,DIAM_CIRC_SD_IMG,DIAM_ELLI_MAJOR_IMG,DIAM_ELLI_MINOR_IMG,DIAM_ELLI_ECCEN_IMG,DIAM_ELLI_ELLIP_IMG,DIAM_ELLI_ANGLE_IMG,LAT_ELLI_SD_IMG,LON_ELLI_SD_IMG,DIAM_ELLI_MAJOR_SD_IMG,DIAM_ELLI_MINOR_SD_IMG,DIAM_ELLI_ANGLE_SD_IMG,DIAM_ELLI_ECCEN_SD_IMG,DIAM_ELLI_ELLIP_SD_IMG,ARC_IMG,PTS_RIM_IMG,x,y
10-1-099129,-86.2755,183.632,-86.2765,183.606,1.57252,0.0166096,1.70105,1.50348,0.467765,1.13141,8.26164,0.000456463,0.0127295,0.0561337,0.0288393,5.02682,0.0637453,0.0431853,0.452957,10,-7156.990536584321,-112752.18728842109
10-1-099130,-86.3388,183.84,-86.3387,183.836,1.97965,0.0434117,2.08042,1.86485,0.443286,1.1156,94.0422,0.000277567,0.00430448,0.0169227,0.0188265,4.66349,0.0234998,0.0144635,0.749873,15,-7437.58373647141,-110808.3132871983
10-1-099131,-86.3703,181.515,-86.3635,181.507,3.26591,0.0463514,3.28864,2.75553,0.545833,1.19347,4.91696,0.000804164,0.00449282,0.0183565,0.0592171,1.99882,0.0285586,0.026499,0.68231,23,-2910.9355269452067,-110063.00222328334
10-1-099132,-86.1844,181.416,-86.1857,181.424,1.77357,0.0308709,1.81135,1.6447,0.418978,1.10133,27.3724,0.000575437,0.00536497,0.0223072,0.0473258,6.82771,0.0615903,0.0344708,0.705064,13,-2860.2038060011582,-115709.20985752327
10-1-099133,-86.228,181.754,-86.2276,181.762,1.51538,0.0315221,1.62914,1.44466,0.462224,1.1277,22.0027,0.000298037,0.00498604,0.029518,0.0159813,5.08047,0.0361151,0.0239397,0.748667,13,-3502.23178397886,-114367.39548484464
10-1-099134,-85.3303,158.917,-85.3303,158.917,1.38077,0.039207,1.44724,1.31396,0.419173,1.10144,69.1242,0.000276811,0.00330343,0.0205543,0.0187744,7.37088,0.0396169,0.0221897,1.0,13,50964.90502307282,-132195.40934440066
10-1-099135,-85.5208,159.938,-85.5204,159.943,1.49279,0.0263483,1.57152,1.44571,0.392055,1.08703,57.1639,0.000252496,0.00299618,0.0229871,0.0142532,5.52933,0.0380771,0.0191747,0.78413,14,46616.49343394393,-127647.81482720289
10-1-099136,-85.3694,160.465,-85.3697,160.462,1.8661,0.0386372,1.95147,1.79916,0.387306,1.08466,43.8443,0.00046805,0.00394212,0.0323692,0.0222353,9.01096,0.0453961,0.0224361,0.780976,16,46978.01209213083,-132404.71428726576
10-1-099137,-85.421,160.248,-85.4215,160.249,1.57638,0.0454627,1.6998,1.45637,0.515666,1.16715,63.3166,0.000425171,0.00987735,0.0385361,0.0327311,8.15355,0.0454446,0.0372587,0.691865,12,46949.499485570814,-130750.83624981462
10-1-099138,-85.4423,159.418,-85.4417,159.426,1.38419,0.0249916,1.49959,1.32828,0.464129,1.12896,32.7201,0.000333391,0.00429908,0.033127,0.0149747,5.21911,0.0419251,0.0279997,0.730806,10,48611.17279698471,-129451.39739138224
10-1-099139,-85.4042,159.724,-85.4012,159.708,1.60213,0.0383941,1.62484,1.34588,0.560269,1.20728,31.9458,0.000936499,0.00368907,0.0196217,0.0591346,5.70524,0.0558007,0.0550119,0.646495,11,48320.127763608696,-130794.62794466398
10-1-099140,-85.2802,156.373,-85.2803,156.373,1.42695,0.0272485,1.48704,1.36426,0.397881,1.08999,67.4773,0.000219967,0.00300864,0.0160223,0.0160247,7.46721,0.0337185,0.0173737,0.81392,13,57392.268035096386,-131197.15342805214
10-1-099142,-85.2172,152.912,-85.2172,152.913,1.1801,0.0453215,1.23352,1.12139,0.416597,1.1,49.93,0.000416335,0.00452542,0.0311954,0.0289626,11.768,0.0717091,0.039762,1.0,15,66079.24864388596,-129196.89167595055
10-1-099144,-85.743,146.429,-85.743,146.43,1.34609,0.0414859,1.45205,1.24724,0.512058,1.16421,23.0156,0.000236709,0.00336918,0.0199887,0.0165124,3.99007,0.0275188,0.0222353,0.86502,13,71413.80550791642,-107604.5382142382
10-1-099145,-85.7791,149.643,-85.7799,149.634,1.72147,0.0325768,1.81561,1.68694,0.369756,1.07628,43.2684,0.000724066,0.00711734,0.0593191,0.0213328,11.6884,0.0817941,0.0377059,0.701081,14,64714.58904640916,-110493.25531446848
10-1-099147,-85.5733,143.749,-85.5733,143.749,1.96545,0.034819,2.05812,1.87267,0.41484,1.09903,171.907,0.000161495,0.00227604,0.0129671,0.0120654,3.1499,0.0179844,0.00990385,1.0,18,79414.29511254551,-108303.46842717253
10-1-099148,-85.5639,144.843,-85.564,144.843,1.60722,0.0347267,1.6369,1.57577,0.270748,1.0388,126.003,0.000403209,0.00475296,0.0272247,0.0256789,24.5122,0.0796975,0.0241882,0.82972,13,77496.38589665567,-110033.35384695328
10-1-099149,-85.3478,144.332,-85.3478,144.33,5.42874,0.0644972,5.5638,5.28436,0.312933,1.05288,80.4565,0.000192958,0.00234205,0.0141931,0.0143379,2.36666,0.0107354,0.0039211,0.957947,57,82301.55432375112,-114669.8245580511
10-1-099152,-85.6095,152.108,-85.6095,152.11,1.79999,0.0343033,1.87203,1.72986,0.382262,1.08219,31.7963,0.000258576,0.00309445,0.0191705,0.0169571,6.18686,0.0316656,0.0153411,0.851651,14,62311.74636522493,-117726.15532876183
10-1-099154,-85.6193,150.318,-85.6189,150.318,1.9345,0.040774,1.99248,1.85263,0.368034,1.07549,147.449,0.00055345,0.00521284,0.0311727,0.0394745,11.9892,0.0620968,0.0284297,0.772575,16,65811.30130946316,-115463.7640659053
10-1-099159,-84.9266,142.515,-84.9266,142.514,1.26802,0.0235359,1.30014,1.23103,0.321693,1.05614,165.144,0.000229827,0.00294477,0.0158139,0.0171552,13.857,0.0515492,0.0195357,0.783591,12,93682.63462750083,-122155.79005187047
10-1-099161,-85.0251,143.727,-85.0251,143.727,1.04238,0.0147964,1.06484,1.01763,0.294436,1.04638,146.691,0.000208363,0.00245409,0.0154502,0.0154768,15.6829,0.0652006,0.0219946,1.0,11,89307.33767795743,-121697.36344476997
10-1-099164,-84.8321,141.915,-84.8319,141.917,1.01568,0.0263742,1.0719,0.972503,0.420541,1.1022,49.2825,0.000368572,0.0038758,0.0329138,0.0239006,10.9089,0.0769828,0.0433498,0.804968,10,96727.78217950938,-123428.0474891699
10-1-099167,-84.5503,143.318,-84.5506,143.308,1.01004,0.030782,1.11665,0.966169,0.501365,1.15575,37.4356,0.00039299,0.00890448,0.0590608,0.0212454,11.7353,0.0855296,0.0662014,0.71504,9,98792.30760375145,-132626.9844283511
10-1-099168,-84.5454,144.134,-84.5454,144.134,1.06273,0.0116,1.08639,1.03933,0.291124,1.04528,84.7978,0.000143257,0.00142218,0.0105603,0.00991872,10.4469,0.0428262,0.014239,1.0,12,96980.745777369,-134141.15972899852
10-1-099170,-84.5525,143.058,-84.5527,143.053,1.18367,0.020666,1.21475,1.12194,0.383357,1.08272,88.5641,0.000253698,0.00395307,0.0180121,0.0295861,10.4921,0.0673189,0.0327558,0.729082,11,99352.94579844957,-132123.8757521786
10-1-099172,-84.5442,142.201,-84.5443,142.2,1.17119,0.0255662,1.25368,1.08155,0.505713,1.15915,43.8679,0.000152763,0.00158217,0.0112694,0.0109867,3.09672,0.0199627,0.0157232,1.0,14,101472.60250272758,-130822.40550559036
10-1-099173,-84.3893,140.234,-84.3891,140.238,5.43978,0.224946,6.038,4.89372,0.585756,1.23383,22.6934,0.00048552,0.00579414,0.0435696,0.0357841,1.53114,0.0115208,0.0126753,0.955189,63,108914.6696046363,-130881.29616782372
10-1-099174,-84.4279,143.15,-84.4279,143.15,1.31019,0.0146129,1.32531,1.29165,0.223941,1.02606,163.591,0.000190962,0.00195247,0.0135449,0.0145219,19.8605,0.0644454,0.0155899,0.865601,15,101411.83682839217,-135313.65622016854
10-1-099177,-84.3717,144.454,-84.3725,144.446,1.09272,0.0693497,1.32167,0.944674,0.699373,1.39908,72.5735,0.000307031,0.00269183,0.0239995,0.0114517,2.50727,0.0159486,0.0305461,0.733264,11,99299.32467114668,-138976.37048771046
10-1-099178,-84.4003,144.213,-84.3997,144.225,1.64686,0.0406754,1.72131,1.50601,0.484264,1.14296,103.814,0.000570637,0.00536224,0.0248673,0.0515464,9.93211,0.0587257,0.0424622,0.421067,11,99374.65013858513,-137852.26550836064
10-1-099179,-84.4146,143.941,-84.415,143.932,1.55069,0.0234763,1.57763,1.46375,0.373043,1.0778,126.375,0.000187313,0.00314825,0.0110778,0.0272905,7.9967,0.0459738,0.0214727,0.431576,11,99772.10558104873,-137027.57032611762
10-1-099181,-84.2874,141.724,-84.2875,141.723,1.32861,0.0136548,1.35614,1.30402,0.27458,1.03997,61.8681,0.000155081,0.00174263,0.0121092,0.0105161,12.2659,0.0405152,0.0125127,0.806822,14,107393.355670497,-136100.7457693702
10-1-099182,-84.2857,141.147,-84.2856,141.15,1.20647,0.031214,1.2714,1.1607,0.40812,1.09538,51.1006,0.000243056,0.00340419,0.0227468,0.015505,9.93993,0.0455969,0.0244576,0.757764,11,108790.91509416865,-135052.59728007478
10-1-099184,-84.2461,141.745,-84.246,141.746,1.13861,0.0181432,1.2046,1.07284,0.454742,1.12281,12.3861,0.00015743,0.00138588,0.00983817,0.0082543,4.2915,0.0195719,0.0125984,0.727323,10,108120.82003203094,-137125.99162177308
10-1-099185,-84.1773,141.872,-84.1765,141.866,1.06374,0.022955,1.10225,0.962592,0.487193,1.14509,48.4172,0.000226975,0.00202799,0.0118817,0.0210379,4.3387,0.0381471,0.0279049,0.693239,10,109107.98887120969,-139010.61737797514
10-1-099186,-84.2228,141.888,-84.2227,141.889,1.37224,0.0115997,1.40705,1.34494,0.29384,1.04618,21.5282,0.000257525,0.00194472,0.016652,0.0111485,13.4508,0.0449271,0.0151162,0.72215,12,108215.42081793566,-137952.72917904312
10-1-099187,-84.2039,142.031,-84.2027,142.035,1.67917,0.0128926,1.70759,1.58865,0.36668,1.07487,154.248,0.000299653,0.00111536,0.00969984,0.018717,4.2607,0.0308744,0.0140589,0.45868,10,108224.27767472607,-138675.34836243297
10-1-099191,-84.095,138.925,-84.0952,138.924,1.36157,0.0270585,1.43707,1.30201,0.423239,1.10373,89.02,0.000161146,0.00125257,0.0124843,0.00969418,3.53258,0.0221905,0.0126282,0.849628,15,117754.56813364476,-135103.55160473287
10-1-099192,-84.1412,138.644,-84.1419,138.64,1.31659,0.0256412,1.42583,1.26253,0.464691,1.12934,66.5479,0.000241191,0.00176602,0.0208306,0.0105856,3.48528,0.0284212,0.019023,0.766405,13,117487.65454322714,-133470.07021718507
10-1-099193,-84.1706,138.483,-84.1707,138.482,1.37262,0.0113666,1.38294,1.35215,0.209847,1.02277,149.135,0.000163984,0.00149014,0.00951765,0.0149766,14.7701,0.0594048,0.0133371,0.760302,13,117269.77064434887,-132470.1429433904
10-1-099198,-84.4215,142.283,-84.4214,142.286,1.41236,0.0259239,1.45377,1.37872,0.31714,1.05443,13.6274,0.000462538,0.00455962,0.0335738,0.0223211,21.2182,0.0799871,0.029739,0.726929,13,103566.72101476499,-133917.53986753247
10-1-099199,-84.4014,142.481,-84.4017,142.476,1.35448,0.0237586,1.44342,1.29601,0.440249,1.11374,13.0048,0.000259579,0.00295173,0.021564,0.0116492,6.07442,0.031927,0.0194181,0.717658,12,103475.40203583305,-134759.21731355283
10-1-099202,-84.7374,139.987,-84.7374,139.989,1.01194,0.0346759,1.0846,0.947497,0.486666,1.1447,38.0696,0.000253905,0.00315345,0.0231678,0.0185429,6.64606,0.045429,0.0331623,1.0,9,102675.75898537846,-122307.83617430092
10-1-099203,-84.5691,139.298,-84.5695,139.3,1.59175,0.0406813,1.65946,1.4958,0.433041,1.10942,55.9072,0.000326328,0.00247402,0.0165207,0.0213315,6.36795,0.0326314,0.0192952,0.756892,15,107474.41404709978,-124941.71162098042
10-1-099204,-84.5171,139.473,-84.5163,139.488,1.68379,0.0773844,2.13071,1.52864,0.696627,1.39386,56.324,0.000244273,0.00332478,0.0487689,0.00875782,1.93729,0.0174332,0.0328877,0.381165,10,108119.25149945726,-126470.64853814502
10-1-099206,-84.8308,137.802,-84.8308,137.801,1.05542,0.0183659,1.09874,1.00575,0.402628,1.09246,125.005,0.00016823,0.00183161,0.0122473,0.0126669,6.2064,0.0350007,0.0183738,1.0,10,105357.91853953367,-116201.74635550157
10-1-099207,-84.8235,138.498,-84.8234,138.499,1.04026,0.0195844,1.06729,1.01285,0.315307,1.05375,99.6276,0.00028883,0.00292763,0.0211428,0.0199074,17.2435,0.0797052,0.029406,1.0,10,104085.60320232571,-117639.09831035681
10-1-099208,-84.7951,136.335,-84.7951,136.335,1.12074,0.0364632,1.15035,1.09071,0.317824,1.05469,38.4503,0.000370307,0.00403235,0.0283281,0.0251018,21.8536,0.0953388,0.0355489,1.0,13,109047.253824081,-114251.07922461529
10-1-099209,-83.9622,132.306,-83.9622,132.305,4.92082,0.0852298,4.9827,4.84286,0.235244,1.02887,81.0872,0.000468648,0.00448946,0.0344788,0.0352077,11.6999,0.040304,0.0103265,0.953481,55,135528.87698735602,-123347.73550104993
10-1-099211,-83.6468,133.397,-83.6468,133.397,1.14419,0.0121325,1.17846,1.10877,0.338783,1.06285,17.0695,0.000289696,0.00262098,0.0231081,0.0220355,13.3931,0.0729512,0.0296738,1.0,10,140125.36936868448,-132496.07726715977
10-1-099212,-83.7039,133.773,-83.7038,133.773,1.85134,0.0375529,1.92585,1.78161,0.379722,1.08096,101.23,0.000272998,0.00253062,0.0196626,0.0169341,7.22852,0.0314389,0.0150788,0.799171,18,137998.77866590297,-132211.29388289785
10-1-099213,-83.6909,131.547,-83.6909,131.546,1.24161,0.0107489,1.26584,1.21239,0.287531,1.04409,114.653,0.000204924,0.00184499,0.0148205,0.0158165,12.844,0.055924,0.018302,1.0,12,143325.81757769678,-127013.72225937476
10-1-099214,-83.6092,132.894,-83.6102,132.895,1.39009,0.03897,1.47442,1.24478,0.535948,1.18448,30.0278,0.000150406,0.000936965,0.00764826,0.0107943,1.95235,0.0134383,0.0119688,0.751183,12,142121.02255665342,-132039.27220608032
10-1-099215,-83.5771,132.885,-83.5772,132.885,1.05255,0.0249242,1.10229,1.00263,0.415511,1.0994,69.6609,0.000269915,0.00218042,0.0212712,0.0192586,8.51877,0.0542145,0.0299339,1.0,11,142857.21134876803,-132681.43434076844
10-1-099216,-83.5533,133.15,-83.5531,133.151,1.33745,0.052469,1.42794,1.23474,0.502297,1.15648,87.2958,0.000459522,0.00437408,0.0304872,0.0328223,9.49171,0.0507523,0.03943,0.751976,12,142770.2059319685,-133835.88005634476
10-1-099217,-83.5971,131.431,-83.597,131.434,1.57665,0.0302045,1.66756,1.51913,0.412423,1.0977,51.3852,0.000227634,0.00210607,0.0198663,0.0130719,5.30819,0.0295725,0.0161319,0.796464,13,145721.7934052976,-128611.23322921923
10-1-099218,-83.5798,131.744,-83.5799,131.747,1.10861,0.036392,1.19435,1.00659,0.53824,1.18653,116.837,0.000209905,0.0019643,0.0157061,0.0162834,4.02736,0.0275118,0.0247363,0.823721,12,145409.6763835073,-129755.74317959844
10-1-099220,-83.5235,131.398,-83.5236,131.399,1.40728,0.0381084,1.484,1.33737,0.433424,1.10964,69.1428,0.000296444,0.00237206,0.0218234,0.0189611,6.8101,0.0382764,0.022667,1.0,17,147475.29066976727,-130007.80941125675
10-1-099221,-83.5417,130.972,-83.5418,130.973,1.31893,0.0607406,1.44474,1.19244,0.564594,1.21158,25.8939,0.00044083,0.00404181,0.0350443,0.0308512,6.02411,0.0427916,0.0429684,1.0,14,148019.80702505162,-128544.7115003364
10-1-099223,-83.9824,130.773,-83.9824,130.772,1.02557,0.0180085,1.04941,0.997776,0.309825,1.05175,144.945,0.000197413,0.00177313,0.0139391,0.0143289,12.8923,0.0570774,0.0205742,1.0,13,138315.09653183972,-119276.69192352978
10-1-099229,-83.7854,129.285,-83.7854,129.285,1.06015,0.0184025,1.10056,1.02107,0.373144,1.07785,38.9027,0.000180115,0.00159638,0.0134659,0.0125497,7.74049,0.0400059,0.0186929,1.0,11,146002.65899686795,-119437.97509710056
10-1-099230,-83.7283,129.211,-83.7283,129.211,1.03896,0.0153902,1.05049,1.02515,0.218297,1.02471,16.0858,0.000215316,0.0019168,0.0155654,0.0161935,28.4612,0.094486,0.0221933,1.0,11,147502.364442631,-120347.15536179997
10-1-099231,-83.6986,129.034,-83.6987,129.034,1.00634,0.0279023,1.04916,0.954656,0.414783,1.099,20.9782,0.000325043,0.00290415,0.0235253,0.0241239,11.8166,0.0674364,0.0371283,1.0,11,148575.1140184963,-120459.80654255995
10-1-099235,-83.3834,129.395,-83.3833,129.397,1.04328,0.0295144,1.09993,0.992769,0.430525,1.10794,49.8111,0.000387559,0.00297883,0.0313056,0.0254051,10.8221,0.0724232,0.0424054,0.818594,10,155222.9724613675,-127478.90339228128
10-1-099236,-83.3254,129.948,-83.3254,129.948,1.72115,0.036105,1.76215,1.67528,0.310105,1.05185,46.065,0.000334536,0.0031031,0.0253068,0.0245853,14.5657,0.0598464,0.021598,0.884324,18,155338.23173285282,-130104.19248783859
10-1-099239,-83.2658,129.454,-83.2658,129.455,1.0935,0.0344011,1.17002,1.01871,0.491849,1.14853,41.2037,0.000283692,0.00232974,0.0214527,0.0193609,6.41954,0.0407025,0.0303303,1.0,12,157854.438351935,-129912.4448738552
10-1-099240,-83.3318,128.149,-83.3319,128.153,1.60394,0.0458334,1.73558,1.49391,0.509019,1.16177,39.3506,0.000142331,0.00134873,0.0122252,0.00965807,2.17204,0.0139164,0.0111077,0.847251,14,159192.93261144063,-125043.19766899105
10-1-099242,-83.4489,127.749,-83.449,127.75,1.49047,0.0327937,1.57167,1.40794,0.44441,1.11629,25.966,0.00019117,0.00175387,0.0153072,0.0141358,4.00041,0.0252588,0.0156145,1.0,14,157244.98085808475,-121747.68300381825
10-1-099248,-83.9265,128.334,-83.9277,128.333,1.16992,0.0670028,1.43537,0.974256,0.734369,1.4733,57.4741,0.000225617,0.00132306,0.0173157,0.00971023,1.23914,0.00981684,0.0230545,0.82728,12,144599.0414013969,-114336.83237398001
10-1-099261,-84.7002,130.811,-84.7004,130.804,1.51517,0.020867,1.54382,1.44748,0.347714,1.06655,120.91,0.000213293,0.00338879,0.0149403,0.0259654,7.46162,0.0515306,0.0217387,0.733411,12,121721.56646546279,-105108.02489917727
10-1-099262,-84.6883,131.125,-84.6881,131.13,1.34568,0.0177455,1.37704,1.2851,0.359274,1.07154,112.849,0.000228398,0.00302972,0.0160111,0.0236503,7.87197,0.0527699,0.0233262,0.755877,11,121416.11616931757,-106011.35858109845
10-1-099263,-84.7392,131.313,-84.7393,131.312,1.00758,0.0148106,1.02911,0.977364,0.313094,1.05294,85.5973,0.00019719,0.00247437,0.0154961,0.018517,12.8699,0.0697188,0.0254821,0.79907,10,119905.83217698212,-105388.06026685677
10-1-099269,-84.4421,136.528,-84.4418,136.536,1.73553,0.0679347,1.9089,1.5869,0.555801,1.20291,41.8789,0.00128406,0.00518264,0.0668406,0.04209,9.37895,0.0546188,0.0528401,0.704349,10,116042.50432686362,-122403.02821411807
10-1-099270,-84.398,136.524,-84.3975,136.526,2.20772,0.04668,2.34974,2.10582,0.44367,1.11583,47.7699,0.000821393,0.00353394,0.0476837,0.0262766,8.79912,0.043125,0.026582,0.723435,13,116973.33700595472,-123367.63066763089
10-1-099271,-84.5813,136.901,-84.5814,136.899,1.1065,0.0209376,1.13553,1.06319,0.351227,1.06804,142.764,0.000261941,0.00330443,0.0181206,0.0235786,14.1392,0.0681935,0.0291809,0.762015,9,112352.51963250854,-120066.72087198184
10-1-099272,-84.6334,137.231,-84.6334,137.231,1.1506,0.0402932,1.20354,1.09772,0.410017,1.0964,13.3323,0.000410222,0.00481751,0.0325034,0.028601,14.8693,0.0761366,0.0411434,1.0,11,110583.96025223023,-119549.49643155113
10-1-099274,-83.2375,130.153,-83.2379,130.153,1.72352,0.0284958,1.77286,1.65111,0.364191,1.07374,164.165,0.000282116,0.00203001,0.0184069,0.0220894,6.76357,0.040332,0.0181834,0.815156,17,156916.00438508985,-132383.81581776158
10-1-099276,-83.2073,130.222,-83.2067,130.232,1.02586,0.0312878,1.16788,0.965223,0.562974,1.20996,18.1295,0.000332484,0.00451244,0.0431147,0.0148327,5.09372,0.0485173,0.0483835,0.711091,9,157458.1464055505,-133166.11987449604
10-1-099277,-83.1993,130.5,-83.1997,130.492,1.23749,0.0329784,1.35438,1.1772,0.494494,1.15051,9.53363,0.000438751,0.00597979,0.0520574,0.0208351,9.13567,0.0646488,0.0486845,0.708163,11,156995.28636275828,-134086.6417912378
10-1-099278,-83.2082,130.89,-83.208,130.892,1.12816,0.0161427,1.17598,1.0933,0.368333,1.07562,29.79,0.000179193,0.00132115,0.0142812,0.00931326,7.08788,0.0348092,0.0159557,0.755334,10,155874.21938432453,-134974.87300191086
10-1-099280,-83.1619,131.591,-83.1635,131.577,1.25611,0.0334891,1.48613,1.17823,0.609463,1.26133,44.1166,0.000270006,0.0023901,0.0285212,0.00874491,1.66617,0.0212214,0.0259541,0.735313,12,155264.96542322027,-137807.07912707404
10-1-099282,-83.0795,131.516,-83.0795,131.516,1.1022,0.0216075,1.13048,1.07422,0.311529,1.05237,37.9091,0.000276084,0.00227776,0.0209108,0.0192134,17.217,0.0745783,0.0270779,1.0,12,157322.8918073815,-139265.87720867433
10-1-099284,-82.9716,130.366,-82.9717,130.366,2.31951,0.0321426,2.33334,2.29444,0.181823,1.01695,166.235,0.000382147,0.0024067,0.0223493,0.0289564,29.0332,0.0842556,0.016112,0.819689,24,162588.44613297857,-138207.33251802166
10-1-099285,-82.8586,130.286,-82.8587,130.285,1.21567,0.0347081,1.28853,1.12734,0.484295,1.14298,175.502,0.000327227,0.00266584,0.0238155,0.0244499,7.18379,0.0450386,0.0325696,1.0,12,165405.13287484954,-140204.28437378263
10-1-099286,-82.9213,130.346,-82.9209,130.346,1.39325,0.0100376,1.42453,1.38425,0.236123,1.0291,88.1655,0.000428348,0.00133005,0.0325545,0.0115692,16.4237,0.0973069,0.0250412,0.718896,12,163803.5738807538,-139141.77999296828
10-1-099287,-82.8912,130.394,-82.8912,130.393,1.55291,0.0607206,1.70929,1.39589,0.577138,1.22452,40.4507,0.000558252,0.00277778,0.0306896,0.028511,5.34283,0.0314247,0.0333003,0.769923,13,164384.76298120423,-139872.7189383748
10-1-099288,-82.9971,129.886,-82.9974,129.888,1.28838,0.0498323,1.3974,1.1754,0.540824,1.18887,20.2934,0.000231254,0.00203803,0.0185932,0.0172135,3.6143,0.0258849,0.0235236,1.0,12,163145.01246849567,-136342.684453069
10-1-099289,-83.1051,130.369,-83.1052,130.369,2.57794,0.0566917,2.68071,2.47291,0.386035,1.08403,178.198,0.000361983,0.00328383,0.028653,0.0265591,6.3977,0.0334019,0.0164256,0.923009,27,159485.5440769206,-135584.11450227804
10-1-099290,-83.1636,130.32,-83.1638,130.336,1.09071,0.022347,1.2649,1.03751,0.572037,1.21917,3.91313,9.38118e-05,0.00272627,0.0241335,0.00678772,1.91187,0.0237218,0.0245906,0.725045,10,158244.06306934502,-134295.7179239096
10-1-099291,-83.1648,130.688,-83.1651,130.689,1.72963,0.0318624,1.81269,1.64754,0.417031,1.10024,63.0231,0.000150813,0.00228241,0.013272,0.0127592,4.60097,0.0211112,0.0117259,0.725835,15,157350.55852957448,-135285.50532793047
10-1-099293,-83.1361,131.253,-83.1357,131.261,1.37451,0.0302317,1.50231,1.30653,0.49361,1.14984,27.014,0.000218473,0.00269255,0.0277682,0.0142933,3.35145,0.032911,0.0246969,0.764872,12,156665.48889755865,-137406.458794262
10-1-099294,-82.9758,129.377,-82.9758,129.377,1.64859,0.0236694,1.69647,1.60319,0.327021,1.05818,78.4643,0.000191239,0.00163563,0.0136196,0.0129166,8.21311,0.0310605,0.0120355,0.808162,15,164850.92818076754,-135299.2907208218
10-1-099295,-82.9425,129.708,-82.9427,129.707,1.6079,0.0755517,1.79691,1.43371,0.602819,1.25332,78.825,0.000496284,0.0036635,0.0350611,0.0282292,5.06908,0.0292737,0.0347421,0.812134,15,164846.31701768693,-136896.93516793638
10-1-099296,-82.8805,127.59,-82.8801,127.599,1.54665,0.0176289,1.63336,1.54041,0.332521,1.06034,23.3513,0.000388429,0.0098053,0.0835526,0.0178284,14.7478,0.140285,0.0556114,0.676191,11,171288.54675513535,-131862.31998395073
10-1-099297,-82.8732,127.837,-82.8731,127.848,1.75653,0.0517452,1.84092,1.58525,0.508405,1.16128,88.6472,0.000303156,0.0034514,0.0213829,0.0326857,4.25665,0.0345166,0.027482,0.742895,15,170894.00193649944,-132735.82338226814
10-1-099298,-82.7539,127.961,-82.754,127.962,1.60454,0.0560865,1.72657,1.48369,0.51142,1.1637,10.1746,0.000365204,0.00333858,0.0314386,0.0271135,5.46108,0.0372494,0.0300204,1.0,14,173469.7853314181,-135339.3986776166
10-1-099299,-82.7641,126.206,-82.7642,126.2,1.68458,0.0538746,1.7734,1.54164,0.494259,1.15033,86.9338,0.000377805,0.0040316,0.0233002,0.0340267,6.84231,0.0392737,0.0295478,0.723379,13,177282.71215539923,-129779.84276086414
10-1-099300,-82.7123,126.742,-82.712,126.744,1.30504,0.018464,1.33125,1.24829,0.347491,1.06646,119.513,0.000347738,0.00185151,0.0115111,0.0239025,10.4854,0.0531615,0.0224064,0.668438,11,177324.65526361237,-132376.0392921914
10-1-099301,-82.7383,126.61,-82.7388,126.608,2.51951,0.0325961,2.55476,2.44382,0.291487,1.0454,164.227,0.000353772,0.00238493,0.01701,0.0286622,9.32056,0.0423369,0.0140988,0.7569,21,176993.7345182165,-131495.08326747938
10-1-099302,-82.6519,126.856,-82.6519,126.856,1.62482,0.0483168,1.71753,1.52608,0.458812,1.12545,84.9584,0.000257574,0.00191864,0.0193247,0.0186604,4.4431,0.0285927,0.0187011,1.0,17,178532.4027753008,-133831.65069637386
10-1-099303,-83.0581,127.412,-83.0581,127.412,1.2598,0.0162057,1.2934,1.22987,0.309568,1.05166,78.6577,0.000159328,0.00116889,0.0114625,0.0100945,8.59952,0.0352804,0.0127033,1.0,14,167403.65379322454,-128045.32235753463
10-1-099305,-83.0663,127.731,-83.0663,127.732,1.03342,0.0271658,1.06626,0.999675,0.347848,1.06661,41.9493,0.000305852,0.00285448,0.0240254,0.022222,18.3391,0.0799835,0.0337602,1.0,10,166490.7784861726,-128822.64694613611
10-1-099306,-83.1111,128.022,-83.1113,128.024,1.7812,0.107249,2.05919,1.48881,0.69084,1.38311,72.6961,0.000583464,0.00404588,0.0428449,0.0345113,3.24049,0.0235695,0.0430822,0.908834,18,164760.2727857407,-128826.74336608632
10-1-099307,-83.1656,128.466,-83.1656,128.467,1.34859,0.0117165,1.36641,1.32799,0.235442,1.02892,68.1188,0.000219035,0.00200422,0.0160764,0.0166819,21.7796,0.0690491,0.017709,1.0,12,162458.40675108813,-129067.92412354184
10-1-099308,-83.2207,128.978,-83.2205,128.983,1.17832,0.0283827,1.26913,1.12343,0.465219,1.12969,23.0179,0.000452444,0.00530412,0.0513196,0.0286833,10.2665,0.0805483,0.0540251,0.765417,10,159995.10776883786,-129459.79639524242
10-1-099309,-83.3395,125.574,-83.3396,125.575,1.65951,0.0598924,1.79521,1.53312,0.520261,1.17095,36.1211,0.000253662,0.00224814,0.020764,0.0174581,3.32988,0.0227537,0.0190059,1.0,16,164459.4625692961,-117628.56656769232
