CRATER_ID,LAT_CIRC_IMG,LON_CIRC_IMG,LAT_ELLI_IMG,LON_ELLI_IMG,DIAM_CIRC_IMG,DIAM_CIRC_SD_IMG,DIAM_ELLI_MAJOR_IMG,DIAM_ELLI_MINOR_IMG,DIAM_ELLI_ECCEN_IMG,DIAM_ELLI_ELLIP_IMG,DIAM_ELLI_ANGLE_IMG,LAT_ELLI_SD_IMG,LON_ELLI_SD_IMG,DIAM_ELLI_MAJOR_SD_IMG,DIAM_ELLI_MINOR_SD_IMG,DIAM_ELLI_ANGLE_SD_IMG,DIAM_ELLI_ECCEN_SD_IMG,DIAM_ELLI_ELLIP_SD_IMG,ARC_IMG,PTS_RIM_IMG,x,y
10-1-000639,-82.1151,47.5034,-82.113,47.5728,94.6563,2.4151,96.4234,92.165,0.293898,1.0462,55.0668,0.00372086,0.0286398,0.280289,0.313049,2.88445,0.0138977,0.00467722,0.902036,421,176568.83052305933,161776.24918723432
10-1-000644,-82.8032,32.9654,-82.8066,32.7105,49.1802,1.26865,51.0911,45.9002,0.439178,1.11309,70.1193,0.00168004,0.0260688,0.132157,0.208368,1.53899,0.00960218,0.00581569,0.670515,286,118902.99458813906,183336.84396979827
10-1-000645,-83.4169,28.8851,-83.3849,29.0102,17.1661,0.199123,19.839,16.7153,0.538622,1.18688,70.8163,0.00712777,0.0105282,0.399359,0.166456,2.57314,0.0295996,0.0266556,0.644715,73,96534.39654453882,174979.29232258306
10-1-000646,-83.8293,29.9709,-83.8452,30.0603,13.936,0.648219,14.6804,11.841,0.591116,1.23979,21.3524,0.00260986,0.0238344,0.143962,0.232157,2.52542,0.0241271,0.0271785,0.737596,94,93566.29249088225,162251.82569198578
10-1-000705,-81.5713,316.58,-81.5677,316.607,18.151,0.555489,18.7632,17.737,0.326188,1.05786,38.2346,0.00210814,0.0143445,0.200794,0.118717,5.77894,0.0345789,0.0133525,0.818893,141,-175992.55282948798,185976.82452755785
10-1-000706,-80.9667,315.324,-80.9511,315.368,25.2312,1.08061,26.5462,21.9175,0.564205,1.21119,161.68,0.00233049,0.0106557,0.109114,0.176014,1.51187,0.0108998,0.0109268,0.515366,128,-192992.18006738738,195187.3067489736
10-1-000707,-82.1458,319.206,-82.2031,319.23,44.1937,0.976164,45.2863,39.1544,0.502467,1.15661,10.1106,0.00260113,0.00853208,0.0789944,0.187055,0.791457,0.0075663,0.00588234,0.727647,251,-155847.59361919799,180589.40422618415
10-1-000708,-83.9264,338.586,-83.9173,338.587,23.0472,0.847245,25.0214,21.6686,0.500036,1.15473,71.2433,0.00228081,0.0129909,0.159712,0.102052,1.85927,0.0118973,0.00915987,0.842549,196,-67304.98496715738,171618.6299219276
10-1-000709,-84.1992,342.883,-84.198,342.946,14.4169,0.493715,15.7122,12.9276,0.568365,1.2154,100.841,0.000859823,0.0100389,0.0574171,0.0622901,1.23735,0.00720284,0.00734997,0.783427,104,-51815.75094705049,168252.08467110049
10-1-000710,-84.2639,346.836,-84.2639,346.835,10.4466,0.11415,10.6862,10.2116,0.294701,1.04647,77.642,0.000362584,0.00345805,0.0270405,0.0255616,2.58702,0.0110289,0.00372477,1.0,110,-39645.551318595215,169508.6689512651
10-1-000711,-83.7043,352.678,-83.7045,352.696,11.6074,0.120631,11.8582,11.2516,0.315744,1.05391,60.3606,0.000255358,0.00382076,0.0212854,0.0296232,2.29708,0.00908589,0.00335828,0.597205,68,-24354.703625071714,189540.7280098302
10-1-000712,-83.6481,349.597,-83.6487,349.646,13.8439,0.320221,14.6176,13.399,0.399737,1.09095,8.99352,0.000912009,0.0149038,0.117902,0.0644452,3.3541,0.0197388,0.010245,0.801298,91,-34815.53755418311,189639.02143156982
10-1-000714,-83.6626,355.528,-83.6618,355.573,13.9146,0.262646,14.222,13.2612,0.361319,1.07245,97.2572,0.000774418,0.00988877,0.0577109,0.0889376,2.78122,0.0188624,0.00840661,0.810434,98,-14999.248945447822,191781.71187866514
10-1-000715,-84.665,0.595409,-84.6489,0.553917,20.3836,0.58528,21.1579,18.5277,0.482877,1.14196,10.8008,0.00153471,0.01149,0.0794992,0.125139,1.38833,0.0122739,0.00882615,0.788798,154,1682.32730688603,161883.3183164667
10-1-000716,-83.8565,19.6856,-83.8566,19.6827,16.1298,0.281995,16.5094,15.7572,0.298417,1.04774,25.2399,0.000846532,0.00834914,0.0704809,0.0622921,3.83812,0.0177612,0.00609617,0.933435,132,62814.09360998577,175571.98603192772
10-1-000717,-84.431,15.7501,-84.4329,15.7012,18.938,0.909401,20.6076,17.6404,0.516948,1.1682,177.125,0.00175429,0.0256805,0.19023,0.129725,2.35711,0.0167294,0.0137874,0.881897,156,45874.75475727614,162658.5241507544
10-1-000761,-83.0725,53.8539,-83.0725,53.8537,11.1994,0.108264,11.2274,11.1637,0.106388,1.00571,132.56,0.000399926,0.00326642,0.0297072,0.0290852,21.6525,0.0345086,0.00373454,1.0,111,169837.71411463618,124057.22931826579
10-1-000762,-83.8633,34.8375,-83.8487,34.8548,17.3253,0.188599,18.3932,17.2928,0.340685,1.06363,86.1627,0.00442724,0.0158891,0.294892,0.0748231,4.59909,0.0430862,0.0176629,0.670806,90,106403.13257621396,152880.43600666066
10-1-000763,-84.9745,18.3652,-84.9752,18.378,17.7657,0.432244,18.7078,16.8121,0.438632,1.11276,171.714,0.000627215,0.00758132,0.0491931,0.0462345,1.18584,0.00700557,0.00423397,1.0,163,48044.72708496749,144721.1962029994
10-1-000764,-85.4476,347.593,-85.4476,347.593,8.56404,0.130702,8.68588,8.42926,0.24128,1.03044,64.7258,0.00056524,0.00687869,0.0422417,0.0408217,7.42605,0.0267893,0.00707222,1.0,88,-29675.012672974997,134891.11681002262
10-1-000765,-84.6366,350.723,-84.6372,350.717,9.04431,0.292535,9.74553,8.39391,0.508082,1.16102,62.1134,0.000681049,0.00676543,0.0524469,0.0452605,1.65607,0.0111233,0.00884487,1.0,87,-26237.372196029184,160626.36792578653
10-1-000766,-84.679,352.956,-84.6789,353.029,12.6694,0.366188,13.0512,11.7932,0.428361,1.10668,100.099,0.00132496,0.0231347,0.0940979,0.152622,4.29921,0.028238,0.0163947,0.769095,85,-19800.89757243993,160247.9072531169
10-1-000767,-83.5853,329.876,-83.5847,329.896,8.75525,0.199962,9.3617,8.32214,0.457992,1.12491,176.254,0.000278838,0.00348787,0.0284039,0.019723,1.12697,0.0066429,0.00433086,0.848035,75,-97724.04011616015,168420.1799186402
10-1-000768,-82.2762,305.603,-82.2792,305.606,58.9741,1.51965,60.7835,56.9178,0.350927,1.06792,80.7706,0.0021956,0.0160445,0.162972,0.161408,1.92395,0.00975137,0.00416769,1.0,450,-190719.31449291136,136556.72338352492
10-1-000791,-85.5629,307.649,-85.5421,307.44,19.4319,0.350864,21.6709,19.0525,0.476505,1.13743,122.594,0.00285795,0.0349852,0.260234,0.0627796,1.81878,0.0201991,0.0141637,0.69709,110,-106583.8060177423,82225.88622290111
10-1-000792,-84.2854,55.8862,-84.2866,55.8822,15.4528,0.614928,16.9571,13.936,0.569724,1.21679,160.673,0.00110215,0.0135164,0.0948819,0.0801275,1.47632,0.00951127,0.0097622,0.92535,143,143586.7598537668,97265.98989713215
10-1-000793,-85.329,53.2496,-85.3421,54.6342,77.0109,2.84201,87.7554,70.3918,0.597141,1.24667,169.381,0.00339924,0.111408,0.605878,0.286958,0.87778,0.00863928,0.00999563,0.517742,304,113552.19271388407,84794.6788616519
10-1-000836,-84.4949,86.0303,-84.495,86.0306,103.657,2.15432,105.612,101.336,0.281662,1.04219,84.9139,0.00243104,0.0254214,0.181231,0.183309,1.94968,0.00815006,0.00259858,0.994201,870,166660.8049565072,11565.495042069124
10-1-000837,-87.1809,84.5234,-87.1808,84.5604,44.1737,0.848881,44.8876,43.2854,0.264789,1.03701,139.429,0.001262,0.0282222,0.0931298,0.100417,2.9309,0.0109297,0.00322749,0.91411,390,85111.51354054047,8160.225583886068
10-1-000838,-88.0787,47.5154,-88.1028,47.0057,53.2922,0.725789,54.2819,50.9662,0.344139,1.06505,168.325,0.0029282,0.0758772,0.122559,0.226717,2.3128,0.012779,0.0053131,0.553601,254,42968.56842631428,39352.19749242841
10-1-000839,-88.5073,352.024,-88.4791,352.043,21.9252,0.258503,22.2378,18.9305,0.524722,1.17471,178.614,0.000973512,0.0132941,0.0232877,0.102322,0.67122,0.0076036,0.00646757,0.3489,67,-6281.06387771554,44828.33266228359
10-1-000840,-88.4964,270.72,-88.4961,270.725,33.096,0.692892,34.1718,31.9265,0.356499,1.07033,15.1533,0.00145496,0.0582487,0.115068,0.110264,2.24557,0.0118108,0.0051628,0.985473,278,-45593.20640779036,572.971289534605
10-1-000841,-85.4674,316.134,-85.483,316.603,97.6911,2.50637,103.085,92.5538,0.440326,1.11379,10.2453,0.00944014,0.107169,0.577718,0.463961,2.427,0.0137654,0.00837468,0.681766,403,-95294.57358181677,99143.39906543352
10-1-000851,-86.2959,284.849,-86.296,284.849,12.3587,0.245685,12.8332,11.8834,0.377549,1.07993,149.754,0.000579386,0.00925692,0.0448119,0.0420613,2.16477,0.0112921,0.00536946,0.981986,128,-108607.55342037366,28794.742185583375
10-1-000852,-88.3322,73.895,-88.3305,73.9079,9.30355,0.227261,9.75611,8.88327,0.413435,1.09826,38.3802,0.000426122,0.0367286,0.0536081,0.0433125,3.11996,0.0147314,0.00806796,0.751599,68,48591.96388542077,14029.943533915144
10-1-000853,-88.324,80.502,-88.3252,80.6952,8.5813,0.197364,8.8078,7.9483,0.430865,1.10814,68.2825,0.000755106,0.0537579,0.0560269,0.109002,4.03043,0.0285724,0.016752,0.742872,63,50128.81030503862,8386.887090193613
10-1-000868,-83.9827,118.448,-83.9831,118.45,28.0812,0.510636,28.1027,27.9822,0.092532,1.00431,66.0594,0.00116577,0.0111935,0.0872952,0.0875772,33.2582,0.0472466,0.00442858,1.0,293,160579.66973478426,-86999.03879141896
10-1-000870,-87.1207,107.176,-87.1213,107.177,23.7414,0.539469,24.4777,22.9827,0.344121,1.06505,145.216,0.00110234,0.0221119,0.085138,0.0798118,2.54173,0.0125914,0.00523472,1.0,209,83433.74237227043,-25788.76504194459
10-1-000871,-87.4683,118.244,-87.468,118.228,14.7245,0.438085,15.502,13.9417,0.437235,1.11192,67.6965,0.00114988,0.0236656,0.086393,0.0780077,2.39686,0.0146088,0.00878104,0.98537,135,67640.46326755853,-36335.404118913015
10-1-000872,-87.8467,126.643,-87.8437,126.687,9.54726,0.133323,9.69448,9.16008,0.327427,1.05834,160.03,0.000829336,0.019125,0.0381442,0.0722643,4.03789,0.0240379,0.00933011,0.753895,65,52397.11965659761,-38974.58189107171
10-1-000873,-88.2105,126.009,-88.2088,126.424,13.7564,0.307474,14.6313,12.1453,0.557632,1.20469,97.973,0.000417337,0.0165077,0.0318936,0.0413535,0.558706,0.00499568,0.00487044,0.802899,96,43898.76129672776,-31904.853752715677
10-1-000874,-88.1503,112.732,-88.151,112.78,26.554,0.304849,30.8961,25.7706,0.551608,1.19889,137.181,0.00130193,0.0740855,0.716065,0.0642947,2.66054,0.0294009,0.0279467,0.269213,70,51736.72882455853,-21675.901813852422
10-1-000875,-88.9474,147.018,-88.9549,146.536,12.1206,0.315689,13.4032,11.5779,0.503811,1.15766,50.7258,0.000906872,0.0781595,0.101623,0.0397035,1.72486,0.0123246,0.00963336,0.747536,84,17376.06218774281,-26775.201070972496
10-1-000876,-87.41,251.818,-87.4099,251.814,11.444,0.269815,11.7365,11.1321,0.316754,1.05429,49.2372,0.000798645,0.0177157,0.0616524,0.0580548,4.5134,0.021024,0.00780397,1.0,114,-74628.81986229961,-24510.730452343945
10-1-000877,-83.8916,263.098,-83.8916,263.098,9.77693,0.0813349,9.81963,9.72669,0.137261,1.00956,128.25,0.000340097,0.0030466,0.0241986,0.024781,12.553,0.0253369,0.00357841,0.957859,96,-184059.2085086488,-22280.13061488201
10-1-000896,-84.9924,236.659,-84.9925,236.657,9.97237,0.141694,10.0237,9.90594,0.152854,1.01189,34.1403,0.000596536,0.00691206,0.0459242,0.043908,17.4255,0.0407306,0.00645057,1.0,100,-126936.13802296849,-83511.54611063682
10-1-000915,-85.1041,151.234,-85.1128,150.836,37.1285,1.13162,38.8631,33.1252,0.522962,1.17322,109.584,0.0017508,0.0295532,0.129213,0.194244,1.11577,0.00936462,0.00790856,0.784129,253,71487.4842379442,-130218.23180649042
10-1-000916,-85.1854,182.329,-85.1857,182.332,35.4921,0.511537,35.7227,35.2035,0.169877,1.01475,28.8858,0.00118543,0.0147341,0.0923674,0.086984,8.10703,0.0204457,0.0036292,0.98101,356,-5936.361006343844,-145960.10185219639
10-1-000917,-85.7422,200.281,-85.7427,200.275,8.58565,0.197557,9.16064,8.01552,0.484132,1.14286,127.988,0.000329998,0.0061671,0.0274671,0.0262658,1.29778,0.00702411,0.00507619,0.828731,72,-44773.57477360915,-121162.16542101724
10-1-000918,-85.733,211.869,-85.7294,211.809,8.84335,0.142811,9.36397,8.69622,0.370859,1.07679,143.187,0.000931479,0.0151698,0.102469,0.0350237,3.02265,0.0271174,0.0125559,0.740392,62,-68346.64507377754,-109936.01665508513
10-1-000919,-84.8839,205.801,-84.8835,205.802,12.1286,0.223248,12.3705,11.8627,0.283564,1.0428,147.778,0.000638556,0.0073118,0.0474384,0.0471339,4.49152,0.0179078,0.00575839,0.979202,109,-67567.91272902397,-139764.71535485733
10-1-000920,-84.4678,225.91,-84.4682,225.913,23.5188,0.56025,24.7061,22.3316,0.427763,1.10633,40.9852,0.000885538,0.00923697,0.067341,0.0626813,1.31878,0.00747281,0.00432852,1.0,222,-120583.23179475422,-116812.47826595508
10-1-000921,-84.2725,233.837,-84.2749,233.906,13.3421,0.248083,14.0266,12.2868,0.482374,1.1416,71.0929,0.000551156,0.0103896,0.0415188,0.055489,1.47435,0.00858941,0.00616435,0.712694,76,-140333.5275352107,-102569.51461761017
10-1-000935,-84.4708,207.531,-84.4695,207.532,16.3331,0.273162,16.4827,16.0817,0.219231,1.02493,167.663,0.00104767,0.00948693,0.0681047,0.0832778,7.7304,0.0287662,0.00679001,0.866635,130,-77559.21315908832,-148793.25020283047
10-1-000936,-84.4849,161.717,-84.4856,161.712,12.5751,0.387376,13.5,11.6607,0.503919,1.15774,46.6193,0.000782624,0.00807001,0.0617037,0.0553675,1.42969,0.0097576,0.00763023,1.0,133,52504.372380424786,-158916.70718926296
10-1-000937,-83.9955,164.546,-84.0016,164.504,41.4458,1.43187,44.4608,38.8709,0.485436,1.14381,35.257,0.00227772,0.0228213,0.190985,0.151597,1.42731,0.00913548,0.00663626,0.924647,331,48561.41669052238,-175654.31661177884
10-1-000938,-83.5488,175.934,-83.5491,175.929,19.8065,0.545661,20.9056,18.6737,0.449581,1.11952,137.897,0.00107266,0.00985832,0.0853795,0.0789061,1.64621,0.0104293,0.00657897,1.0,210,13885.35560143008,-195336.0334923728
10-1-000939,-83.413,148.8,-83.4129,148.77,31.5491,1.1235,32.3566,30.3719,0.344846,1.06535,94.5932,0.00297083,0.0241572,0.211676,0.197925,5.25979,0.0235926,0.00983733,1.0,299,103584.78224044597,-171038.8049692724
10-1-000940,-83.3644,140.999,-83.3653,140.994,16.3272,0.41674,17.1011,15.5717,0.413372,1.09822,17.639,0.00158804,0.0117433,0.104511,0.0861045,3.52227,0.0165307,0.00905115,0.814685,123,126772.29367578731,-156545.15837259704
10-1-000941,-81.916,135.379,-81.9158,135.379,8.7586,0.113875,8.96714,8.55858,0.298411,1.04774,123.968,0.00036415,0.00249426,0.0277036,0.0257428,3.00152,0.0131626,0.00451766,0.976774,89,172471.7353514777,-174768.69410456833
10-1-000956,-81.0319,135.849,-81.0064,136.055,49.4849,1.36539,51.6373,42.1927,0.576501,1.22385,113.976,0.00217853,0.0230005,0.143403,0.275522,1.0372,0.008218,0.00868451,0.5142,232,189809.9346779337,-195520.11367424624
10-1-001007,-87.446,355.732,-87.4446,355.706,54.7587,0.975601,55.8818,53.3138,0.29966,1.04817,145.197,0.00194575,0.0387058,0.128971,0.142631,2.51518,0.010732,0.00370343,0.890016,371,-5764.611742759378,77243.85905128754
10-1-001300,-83.6686,221.847,-83.6517,221.785,37.3668,1.02109,39.4184,34.2985,0.492849,1.14927,22.3888,0.00178411,0.0147724,0.124353,0.143902,1.04272,0.0080638,0.00603287,0.852304,237,-128214.93488348053,-143164.0780834207
10-1-001303,-82.8868,223.939,-82.8746,223.887,48.6788,0.980605,51.0447,45.8003,0.441502,1.1145,23.239,0.00157391,0.00786647,0.0769074,0.0872857,0.891531,0.00443003,0.0027076,0.788683,238,-149862.33022431025,-155517.99222354172
10-1-001305,-88.3124,207.1,-88.3249,207.839,33.5883,0.492869,35.8813,32.9078,0.398586,1.09036,155.501,0.00138668,0.0568683,0.143425,0.0499788,1.13741,0.00902358,0.00466237,0.757531,218,-23313.59761919493,-45558.76444365587
10-1-001306,-88.5465,231.004,-88.5488,231.632,38.36,0.412449,38.8954,35.9108,0.384162,1.08311,80.1135,0.000829198,0.0656008,0.0606093,0.176793,1.06191,0.0114581,0.00559302,0.515054,166,-34256.47387772183,-27736.385989211667
10-1-001307,-85.7195,106.804,-85.7195,106.805,7.04918,0.144824,7.27526,6.80478,0.353771,1.06914,1.82402,0.000473984,0.00655321,0.0360545,0.0353454,3.5522,0.0177533,0.00767544,1.0,80,124314.41736602128,-37542.20553733628
10-1-001312,-83.2104,73.9914,-83.2105,73.9922,8.92967,0.128518,9.25566,8.59977,0.369736,1.07627,57.9614,0.000256322,0.00213612,0.0193502,0.0186458,1.33352,0.00703253,0.00324164,1.0,95,198131.233728263,56845.4028370912
10-1-001313,-89.0048,16.4199,-88.9921,16.2075,17.2949,0.640894,18.3462,15.3955,0.543875,1.19166,30.2689,0.00180728,0.0616017,0.0823001,0.120122,1.67606,0.0116532,0.010725,0.782305,123,8530.71243500494,28947.750398084892
10-1-001314,-85.0926,291.979,-85.091,292.029,21.8872,0.495634,22.4963,20.9802,0.360895,1.07226,102.26,0.00128097,0.0160502,0.0917718,0.110803,2.8129,0.0160828,0.00715559,0.859131,167,-138077.9698477884,55728.2603795179
10-1-001315,-83.0692,317.711,-83.0716,317.687,22.2581,0.430294,22.824,21.4258,0.344635,1.06526,111.436,0.00109779,0.00801607,0.059199,0.0786018,2.64916,0.0114882,0.00478606,0.792621,154,-141586.57138408136,155661.6359946882
10-1-069215,-81.6428,321.755,-81.6428,321.755,1.39839,0.0303943,1.45672,1.34096,0.390665,1.08633,71.2206,0.00020437,0.00136398,0.0149459,0.0140539,6.30493,0.0318127,0.0159326,1.0,13,-157151.08990249166,199380.99210215994
10-1-069216,-81.6155,321.274,-81.6155,321.273,1.06332,0.0268547,1.13333,0.998431,0.473169,1.13511,12.0841,0.000220154,0.00174429,0.0194463,0.0161716,5.99614,0.0387027,0.0267838,1.0,10,-159340.00226945858,198703.97845691716
10-1-069228,-81.224,318.301,-81.2233,318.306,1.49404,0.0175712,1.61848,1.43791,0.459005,1.12558,33.6183,0.000160387,0.00115115,0.0167153,0.00763644,2.2642,0.0199704,0.0130716,0.749578,14,-177373.03547229475,199086.12647837264
10-1-069229,-81.1845,317.619,-81.1846,317.619,1.33593,0.0232247,1.3912,1.28512,0.383002,1.08255,47.141,0.00018038,0.00119093,0.0146894,0.0130304,5.65123,0.0326147,0.0158473,0.865836,14,-180542.308166759,197850.77821574613
10-1-069232,-81.588,320.26,-81.5893,320.277,1.89056,0.0473001,2.02126,1.58906,0.618007,1.27199,58.199,0.000127689,0.00107911,0.00942018,0.0132536,0.941777,0.00955521,0.0121529,0.727541,17,-163367.44239093954,196497.74775205736
10-1-069233,-81.6913,321.136,-81.6913,321.137,2.34963,0.0325086,2.4111,2.29171,0.310782,1.0521,24.2324,0.00018498,0.00139955,0.014769,0.0134099,5.77086,0.024625,0.00891253,0.822421,25,-158368.19497768613,196520.38847049387
10-1-069234,-81.6492,320.863,-81.6499,320.856,1.41692,0.0284304,1.55398,1.35542,0.489098,1.14649,23.1405,0.000292517,0.00212228,0.0268818,0.00999723,3.89455,0.0292516,0.0215603,0.702962,12,-160112.80529757438,196759.01732201624
10-1-069236,-81.4348,319.277,-81.4383,319.318,4.80141,0.0608163,4.84262,4.26058,0.475329,1.13661,55.1987,0.000223268,0.00290214,0.00971184,0.0322841,1.13429,0.0127645,0.00890912,0.666779,34,-169761.91823701828,197206.25494637084
10-1-069237,-81.4959,319.689,-81.4972,319.7,2.19973,0.0379811,2.22881,2.02915,0.413684,1.09839,46.3148,0.000557008,0.00503555,0.0230021,0.0652911,6.40407,0.0677045,0.0371159,0.671332,16,-167134.19047241815,197001.18772209223
10-1-069238,-81.5422,319.997,-81.5431,320.004,2.60068,0.0436081,2.67189,2.44385,0.404239,1.09331,50.3982,0.000300227,0.00200096,0.0175937,0.0283234,3.73111,0.0275863,0.0145734,0.751877,22,-165165.30516084173,196815.41646598224
10-1-071897,-81.1942,314.265,-81.1941,314.266,1.29027,0.020153,1.32792,1.24863,0.340382,1.0635,159.843,0.000213014,0.00145376,0.015809,0.015885,9.8184,0.0452576,0.01853,1.0,15,-191596.4171948614,186742.75177109468
10-1-071900,-81.4957,313.619,-81.4956,313.619,1.14011,0.026804,1.18294,1.09753,0.373076,1.07782,16.2023,0.000300114,0.0021202,0.0240522,0.0213741,12.3692,0.0649625,0.0303456,1.0,12,-187033.1384749157,178227.5557875971
10-1-071902,-81.3045,312.058,-81.3045,312.057,2.15843,0.0505761,2.21732,2.09874,0.322639,1.0565,10.6068,0.000428257,0.00299299,0.0351238,0.0313929,12.4751,0.0604978,0.0230178,0.864239,18,-196147.89577323716,176972.22252796867
10-1-071911,-81.3784,314.548,-81.3784,314.548,1.13354,0.0263998,1.1777,1.08184,0.39517,1.0886,18.3426,0.00025794,0.00189573,0.0189803,0.0207,10.3582,0.0534209,0.0272336,0.778072,12,-186667.97891925642,183745.76567225336
10-1-071912,-81.8149,317.79,-81.8148,317.79,1.5883,0.0422396,1.68893,1.48834,0.472684,1.13477,56.549,0.000272124,0.00189047,0.021037,0.0192041,4.63714,0.029464,0.0203513,1.0,19,-167037.07983305713,184151.633317322
10-1-071913,-81.5843,318.646,-81.5845,318.645,1.52924,0.069426,1.65336,1.38604,0.545188,1.19287,86.8487,0.00064593,0.00424427,0.0457445,0.0446151,8.65262,0.054714,0.050632,0.825914,16,-168911.69242365056,191903.0755350271
10-1-071915,-81.2691,317.277,-81.2744,317.248,4.9335,0.0748999,5.53984,4.80373,0.498092,1.15324,47.4558,0.00056785,0.00259854,0.0464785,0.0125761,1.19596,0.0132673,0.0101356,0.721601,37,-179969.34210388022,194873.88946592933
10-1-071916,-81.3753,318.432,-81.3791,318.399,7.87066,0.153128,8.51085,7.61735,0.446033,1.1173,37.53,0.00115675,0.00877835,0.120482,0.0500596,3.20054,0.0280301,0.0174381,0.775263,58,-173855.64354701558,196038.7434790278
10-1-071920,-80.9415,316.389,-80.9416,316.394,1.59506,0.0315441,1.62506,1.5158,0.360477,1.07208,76.2831,0.000316523,0.00457416,0.0228633,0.0493228,14.0487,0.0855643,0.0380057,0.712218,13,-189861.3321037177,199297.40949931482
10-1-071921,-80.9453,316.051,-80.9453,316.042,2.22672,0.018762,2.33616,2.21356,0.319686,1.05538,2.74661,0.000182516,0.00421675,0.047134,0.0112881,6.29326,0.0584434,0.0219629,0.707357,16,-190953.2470804434,198090.43555623596
10-1-071922,-80.8391,315.624,-80.8391,315.623,1.23618,0.0361622,1.3052,1.17481,0.435675,1.11098,21.4862,0.00103826,0.00472965,0.0624963,0.0417587,24.2042,0.110896,0.0662523,0.690384,9,-194690.68813233954,198978.24877636923
10-1-071928,-80.9033,314.816,-80.9034,314.813,2.00453,0.0364462,2.08307,1.94133,0.362569,1.07301,21.897,0.000555961,0.00255457,0.0341221,0.023229,11.6472,0.0485943,0.0217665,0.715385,17,-196087.4975190328,194832.09175771993
10-1-071942,-81.1626,314.815,-81.1574,314.787,1.3196,0.0182434,1.24856,0.860828,0.724326,1.45042,42.787,0.00329158,0.00386867,0.103909,0.165236,10.8235,0.137301,0.303449,0.568359,7,-190478.80655158273,189252.70274515476
10-1-071943,-81.2069,315.004,-81.2067,315.037,3.42312,0.0818862,3.93733,3.25063,0.564269,1.21125,178.544,0.000280726,0.005267,0.0591585,0.0197341,1.79804,0.0195748,0.0196286,0.775877,30,-188898.03814178912,188924.41512502194
10-1-071944,-81.2153,315.572,-81.2147,315.56,3.73848,0.0721875,4.03189,3.61019,0.445246,1.11681,146.888,0.00036559,0.00678651,0.125128,0.037408,10.9835,0.0589167,0.0365406,0.351774,17,-186836.53271835714,190604.7612824188
10-1-071945,-81.0254,314.235,-81.0176,314.275,8.96109,0.267381,9.41011,8.04944,0.517963,1.16904,162.423,0.000981789,0.00701317,0.0601221,0.100344,3.33315,0.0197887,0.0163758,0.477895,49,-195383.7172708578,190234.72304573926
10-1-071950,-81.4863,314.234,-81.4864,314.22,4.03534,0.214805,4.64494,3.4769,0.663095,1.33594,35.8536,0.00166177,0.00775906,0.105863,0.076639,3.85385,0.0267914,0.0423579,0.800605,29,-185314.70655306536,180424.76302446995
10-1-071951,-81.3608,312.913,-81.3613,312.907,4.35227,0.084102,4.61226,4.16502,0.429575,1.10738,20.1707,0.000466963,0.0027583,0.0330762,0.0217504,3.45287,0.0168404,0.00982388,0.76113,27,-192227.75786674616,178710.35054927532
10-1-071952,-81.526,312.364,-81.5263,312.363,4.63166,0.164827,4.82846,4.406,0.409064,1.09588,9.75354,0.000744337,0.00524043,0.0554169,0.0532684,6.52539,0.0339326,0.0182685,0.941501,48,-190209.2165732148,173465.84703987438
10-1-071953,-81.4659,311.875,-81.4666,311.868,1.39854,0.0235202,1.51427,1.36273,0.436047,1.11121,23.8357,0.000667289,0.00534714,0.0666355,0.0194226,10.6797,0.0859097,0.0513995,0.677696,11,-193047.23336524598,173059.3908566571
10-1-071954,-81.494,311.604,-81.4937,311.612,3.13767,0.0435851,3.25321,3.09132,0.311525,1.05237,26.8034,0.000311955,0.00486197,0.0496464,0.0212309,8.65119,0.0485061,0.0176113,0.748666,22,-193222.93040016975,171575.46949354667
10-1-071957,-81.6188,313.794,-81.6188,313.795,1.0403,0.0175306,1.06622,1.00226,0.341128,1.06381,117.765,0.000305244,0.00234186,0.0219889,0.0262725,17.6906,0.0863964,0.0354818,0.803474,11,-183778.76184214943,176200.55648447556
10-1-071958,-81.6645,313.727,-81.6646,313.728,1.21946,0.0466248,1.36899,1.06162,0.631375,1.28953,84.9592,0.000336166,0.00195506,0.0246157,0.0217444,3.38168,0.0259595,0.0351461,1.0,12,-182977.91302814506,175022.53517897445
10-1-071960,-81.6456,313.156,-81.6458,313.158,1.50939,0.0281611,1.52815,1.47438,0.26292,1.03647,55.6605,0.000531283,0.00286573,0.026323,0.0395764,27.4243,0.112922,0.0330573,0.746699,12,-185133.3489755496,173584.4342327022
10-1-071961,-81.6336,311.578,-81.6336,311.578,2.40728,0.0370214,2.4412,2.37212,0.236208,1.02912,31.349,0.000276376,0.00194723,0.0215865,0.020161,13.9284,0.0490268,0.012622,0.924644,27,-190116.93104669158,168663.21186968984
10-1-071962,-81.6944,311.562,-81.6942,311.564,1.30801,0.0548767,1.38561,1.20809,0.489712,1.14694,146.513,0.00041297,0.00416457,0.0313168,0.0354927,10.7683,0.0575393,0.0425136,0.757835,12,-188777.20056084485,167380.47963097921
10-1-071963,-81.6821,311.843,-81.682,311.843,1.16314,0.0429599,1.28594,1.02959,0.599134,1.24899,8.92419,0.000284332,0.00216692,0.0232765,0.0215134,3.97993,0.0295785,0.0345282,1.0,11,-188233.36276813995,168554.42080248694
